hr_code,full_name,structure_name,position,status,manager_id,tenure,termination_date,employee_cost
EMP000964,Deborah Green,Research & Development,ML Engineer,Terminated,HR000811,17,2025-10-26,120397.21
CV000965,Jonathan Hill,Human Resources,HR Manager,Active,HR000581,3,,175155.06
CV000966,Donna Hernandez,Product Management,Product Analyst,Active,CV000729,1,,91670.14
CV000967,Stephen Murphy,Marketing,Brand Manager,Terminated,EMP000240,1,2024-09-07,157317.02
E000968,Thomas Martin,Human Resources,HR Business Partner,Terminated,EMP000716,1,2024-12-31,64914.45
HR000969,Carol Phillips,Engineering,Tech Lead,Terminated,HR000825,7,2025-05-30,178129.33
CV000970,Anthony King,Human Resources,HR Manager,Active,HR000344,6,,157172.44
E000971,Paul Murphy,Marketing,Marketing Analyst,Active,EMP000297,0,,87136.65
EMP000972,Karen Scott,Research & Development,Research Engineer,Active,E000927,4,,96447.65
HR000973,Catherine Smith,Marketing,Content Manager,Terminated,CV000412,0,2024-06-05,182229.02
EMP000974,Michelle Rodriguez,Marketing,Digital Marketing Manager,Active,EMP000603,0,,132958.38
CV000975,Robert Jackson,Marketing,Marketing Specialist,Active,E000138,10,,107425.75
HR000976,Timothy Carter,Research & Development,Data Scientist,Active,EMP000607,12,,105599.0
CV000977,Brian Thomas,Executive Management,Director,Active,,6,,502657.74
CV000978,George Green,Product Management,Product Analyst,Active,EMP000578,5,,83388.85
HR000979,Brian Thompson,Engineering,Software Engineer,Active,E000161,2,,97679.96
E000980,Patricia Edwards,Customer Support,Escalation Specialist,Active,HR000405,4,,98478.86
E000981,Eric Garcia,Research & Development,ML Engineer,Active,E000034,1,,88622.73
EMP000982,Kevin Wright,Product Management,Product Analyst,Active,HR000401,8,,88884.81
CV000983,Gary Wilson,Sales,Sales Manager,Terminated,EMP000796,0,2025-02-28,159555.45
EMP000984,Eric Carter,Executive Management,Vice President,Active,,4,,401338.73
HR000985,Amy Sanchez,Product Management,VP of Product,Terminated,,7,2025-06-08,402384.26
E000986,Helen Allen,Finance & Accounting,Financial Analyst,Active,E000338,10,,105606.13
CV000987,Sarah Edwards,Finance & Accounting,Accountant,Active,HR000880,3,,55255.06
HR000988,Heather Campbell,Sales,Account Executive,Active,CV000089,1,,56994.07
EMP000989,Laura Adams,Marketing,Marketing Analyst,Terminated,HR000703,1,2025-11-24,79109.16
HR000990,Brian Gonzalez,Human Resources,CHRO,Active,,10,,430958.92
E000991,Kimberly Turner,Customer Support,Support Specialist,Active,HR000333,12,,110049.15
E000992,Cynthia Rodriguez,Sales,Sales Manager,Active,E000744,7,,145389.78
HR000993,Larry Wilson,Customer Support,Customer Success Manager,Active,CV000150,2,,194936.34
CV000994,Dennis Moore,Human Resources,Talent Acquisition Lead,Active,HR000625,0,,169061.47
HR000995,Daniel Lopez,Marketing,Marketing Specialist,Active,E000010,24,,165218.66
HR000996,Edward Miller,Engineering,QA Engineer,Terminated,E000338,8,2024-11-07,83598.45
HR000997,Jacob Smith,Customer Support,Escalation Specialist,Active,CV000226,2,,75872.89
CV000998,Rebecca Campbell,Customer Support,Support Specialist,Active,HR000042,4,,101325.84
HR000999,Patricia Brown,Engineering,Staff Engineer,Active,E000034,1,,133074.44
EMP001000,Samuel Lewis,Customer Support,Technical Support Agent,Active,EMP000698,0,,61259.94
